First name,Last name,Bio,Link,Contributed Book,Contributed Web,Other
Anna,Lee,"Anna Lee is manager of filmmaker and partner services at Working Films, one of the leading independent media organizations focused on the art of engagement. Co-founded by Judith Helfand and Robert West, Working Films brings persuasive and provocative documentary films to long-term community organizing and activism. Since joining Working Films, Anna has worked on national audience engagement strategies for numerous high profile documentaries. She currently coordinates Reel Engagement (http://workingfilms.org/article.php?id=302), a ground-breaking, thematic residency series for filmmakers and nonprofits. Anna is also an organizer for educational, racial and environmental justice in Working Films’ hometown of Wilmington, NC where she lives with her husband and son.",http://www.workingfilms.org/,1
Jeremy,Varon,"Jeremy Varon is a professor of history at the New School. He is author of Bringing the War Home: The Weather Underground, the Red Army Faction, and Revolutionary Violence in the Sixties and Seventies (2004) and teaches classes on social movements and civil disobedience. He is also a longtime activist, having worked with Billionaires for Bush and, most recently, Witness Against Torture.  He therefore favors, by turns, comedy and tragedy.",,1
Simon,Roel,"Simon Roel holds a BA in Philosophy from the University of Copenhagen where he did not only studied, but also got to socialize with all sorts of crazies (i.e. philosophers), including the founders of the Nihilist Democratic Party. Determined to become a film director, he did an intense one-year filmmaking program at the New York Film Academy, and has recently completed his short film “Urban Caveman,” dealing with a dangerous mix of pizza, porn, and philosophy. Bon appétit.",,1
Sarah,Jaffe,"Sarah Jaffe is a journalist, rabblerouser, and Internet junkie. She is currently an associate editor at AlterNet.org, where she writes about economic justice, activism, and more. She lives in Brooklyn with a rescue dog and too many books. You can follow her exploits on Twitter at @seasonothebitch.",,1
Stephen,Lerner,Stephen Lerner is architect of the Justice for Janitors campaign. He serves on the executive board of the Service Employees International Union. He has been a labor and community organizer for over thirty years and is working with labor and community groups in campaigns that challenge Wall Street’s and big corporations’ domination of the political and economic life of the U.S. and global economy. His latest thinking here: http://www.alternet.org/story/153541/the_99_versus_wall_street%3A_stephen_lerner_on_how_we_can_mobilize_to_be_the_greedy_1%27s_worst_nightmare/,http://www.alternet.org/story/153541/the_99_versus_wall_street%3A_stephen_lerner_on_how_we_can_mobilize_to_be_the_greedy_1%27s_worst_nightmare/,1
Ryan,Acuff,"Ryan Acuff grew up in Chicago, IL but has been in Rochester, NY for the last six years participating in community organizing and pursuing graduate work in psychology (M.A). Currently his organizing is focused on homelessness, foreclosure and affordable housing rights, including work with University of Rochester Students for a Democratic Society (SDS), Genesee Valley Earth First!, Food Not Bombs, Rochester Free School, Healthcare Education Project, 1199 SEIU United Healthcare Workers East, Rochester Police Accountability Coalition, Rochester Copwatch, Occupy Rochester and Take Back the Land Rochester. ",http://TakeBackRoc.org,1
Melanie,Crean,"Melanie Crean is an assistant professor of media design at Parsons in NYC, teaching classes in experimental time based work, mobile media and gaming. Her art work deals with the politics of perception and the capacity of speech and language to produce political change. As the former director of production at Eyebeam, she founded a studio that worked with socially-based moving image, sound, public art and open source software. Crean has received grants and commissions from Art in General, Bronx Arts Council, Harvestworks, NYFA, NYSCA, Performa, Rhizome and Creative Time.",,,,1
Lissette,Olivares,,,,,1
Sidd,Joag,"Sidd Joag comes from backgrounds in the visual arts and social sciences. Before joining freeDimensional (fD), he spent several years working with community arts projects in New York, India, China and co-founding an artist residency/exchange program in southwestern China focused on ethnic minority cultural preservation in the China-Burma borderlands. Sidd has an MSc in Sociology from the London School of Economics and a B.A. in sociology from New York University. His paintings, installations and experimental films have been seen in the United States, Canada, India, the Philippines, China and Northern Ireland. ",,,,1
Todd,Lester,"Todd Lester is the founder of freeDimensional (fD) and the Creative Resistance Fund. He currently serves as consultant to the Astraea Lesbian Justice Foundation. Todd holds a Masters of Public Administration from Rutgers University and is a graduate of the Refugee Studies Centre’s Summer School in Forced Migration at Oxford University. He lends his energy and advice to several residencies, foundations, artist-led projects and networks. Todd received the Peace Corps Fund Award for his work starting freeDimensional, was named “Architect of the Future” by the Waldzell Institute in 2008, and serves as a senior fellow at the World Policy Institute.",,,,1
Chris,Carlsson,"Chris Carlsson, co-director of the multimedia history project Shaping San Francisco (now a wiki at foundsf.org), is a writer, editor, and historian. He has written two books (After the Deluge, Nowtopia) edited five books, (Reclaiming San Francisco, The Political Edge, Bad Attitude, Critical Mass: Bicycling’s Defiant Celebration and Ten Years That Shook the City: San Francisco, 1968-78). He has produced weekly Public Talks since January 2006 and also conducts award-winning bicycle history tours.",foundsf.org,,,1
Lauren,Larken,"Lauren Larken is a songwriter, performer and social entrepreneur with a knack for helping individuals and groups accomplish their goals through grassroots community organizing.  As an uncanny motivator who thinks outside of the box she has worked as a creative campaign manager with: the House of YES, Yes Men, and Rock the Bike. She holds an MFA in Performance and Interactive Media Arts from Brooklyn College and founded Altaer Education and Band of Bicycles.  ",lovelarken.com,,,1
Sabrina,Banes,"Sabrina Banes is a writer and editor with roots in community journalism. She lives in Brooklyn, NY.",,,,1
Margaret,Maloney,"Margaret Maloney is an offline supporter of activists who does odd jobs like proofreading and image research, keeping a workspace in working order, and making sure activists and organizers eat. She is working toward a career in medicine, and maybe someday she’ll keep activists and organizers in good health, too.",,,,1
Jasmine,Chalashtori,Jasmine Chalashtori is an intern at Nonviolence International and a student at Stetson University finishing up her dual degree in Political Sciences and International Studies with particular focus on the nature of civil resistance. ,,,,1
Marina,Sitrin,"Marina Sitrin is the editor of Horizontalism: Voices of Popular Power in Argentina. She has been active in occupy and horizontal movements worldwide. She is a lawyer and postdoctoral fellow at the Center for Globalization and Social Change at the City University of New York. She is also a writer, teacher, dreamer and militant. Her new book, Everyday Revolutions: Horizontalism and Autonomy in Argentina looks at the past ten years in Argentina, examining the challenges of the state, particularly incorporation, cooptation and repression, and then how that relates to the desire to build autonomy, autogestion and horizontalidad. Most of all she believes in the power of the imagination.",www.marinasitrin.com,,,1
Andy,Menconi,"Roxy Theater in San Francisco. Having won an animation contest sponsored by MoveOn.org, he went on to form Agit-Pop Communications & The Other 98% with partners John Sellers and Andrew Boyd. Andy was born in Texas, graduated from AAC in San Francisco, loves punk rock, the NFL and candlelit dinners. You can see Andy’s work at agit-pop.com.",agit-pop.com,,,1
Chuck,Collins,"Chuck Collins is an organizer, researcher, agitator and veteran of a number of theatrical and creative action campaigns and actions. He co-founded Billionaires for Bush in 2000 and brought a creative action focus to his leadership of United for a Fair Economy. Since 2006, he has been a senior scholar at the Institute for Policy Studies where he directs the Program on Inequality and the Common Good.  See www.inequality.org.  He’s involved with US Uncut, the Other 98 Percent and the Occupy Wall Street movement — and is not afraid to dress funny or go undercover or do stand-up comedy when the seriousness of the moment requires something different.",www.inequality.org,,,1
Michael,Pineschi,"Michael Pineschi is an often inflammatory activist and attended San Francisco State for his undergrad where he studied international relations, social movements, and the international food system. He graduated this year from The New School Graduate Program in International Affairs where he focused work on media studies. His thesis and coursework examined the relationship between art and politics; particularly activist art and the use of public space and the media. He currently works for an organic coffee roaster in San Francisco. ",,,,1
Gideon,Rosenblatt,"Gideon Rosenblatt writes about the impact of technology on people, organizations and society at Alchemy of Change. He is a technologist with a background in business and social change. For nine years, Gideon ran Groundwire (www.groundwire.org), a mission-driven technology consulting group, dedicated to building a more sustainable world. Previously, he spent ten years at Microsoft in various marketing, product development and management positions, where he developed CarPoint, one of the world's first large-scale e-commerce websites. Gideon was raised in Utah, lived and worked in Japan and China for several years, and now lives in Seattle with his wife and two boys.",http://www.alchemyofchange.net/,,,1
Lisa,Savage,"Lisa Savage is an author, organizer, educator, actress, and citizen journalist; a local coordinator for CODEPINK Women for Peace; a vigorous campaigner to bring our war dollars home; and a videographer to Occupy Everywhere. With another teacher she co-authored Buggy, a book about teenagers coping with their father’s war trauma while trying to win an entomology contest, and she is currently working on a utopian novel set in the present. She works as a literacy coach, and one of her hobbies is teaching kids how to be locavores. She blogs at Went 2 the Bridge. ",http://went2thebridge.blogspot.com/,,,1
Joel,Kovel,,,,,1
Jessica,Assaf,"Jessica Assaf is a 21-year-old activist studying Public Health and Social Activism at NYU. She has spent the past six years leading efforts to demand reformulation and government regulation of the chemicals in our everyday products. Currently, she is producing “Body Burden,” a documentary about the unregulated cosmetic industry. Her work was recently featured in “The Young Activist’s Guide to Building a Green Movement and Changing the World.” She received the 2006 Brower Youth Award and the 2008 Green Globe Youth Award for her efforts in the fields of environmental health and social justice. ",http://www.bodyburdenfilm.com,,,1
Marco,Ceglie,,,,,1
Paul,Bartlett,,,,,1
